emg_ts,raw,clean,envelope
11298,0,0,0
11299,0,0,0
11300,0,0,0
11301,0,0,0
11302,0,0,0
11303,0,0,0
11304,0,0,0
11305,0,0,0
11306,0,0,0
11307,0,0,0
12401,0,0,0
12402,0,0,0
12403,0,0,0
12404,0,0,0
12405,0,0,0
12406,0,0,0
12407,0,0,0
12408,0,0,0
12409,0,0,0
12410,0,0,0
12412,0,0,0
12413,0,0,0
12414,0,0,0
12415,0,0,0
12416,0,0,0
12417,0,0,0
12418,0,0,0
12419,0,0,0
12420,0,0,0
12421,0,0,0
12424,0,0,0
12425,0,0,0
12426,0,0,0
12427,0,0,0
12428,0,0,0
12429,0,0,0
12430,0,0,0
12431,0,0,0
12432,0,0,0
12433,0,0,0
12437,0,0,0
12438,0,0,0
12439,0,0,0
12440,0,0,0
12441,0,0,0
12442,0,0,0
12443,0,0,0
12444,0,0,0
12445,0,0,0
12446,0,0,0
12448,0,0,0
12449,0,0,0
12450,0,0,0
12451,0,0,0
12452,0,0,0
12453,0,0,0
12454,0,0,0
12455,0,0,0
12456,0,0,0
12457,0,0,0
12460,0,0,0
12461,0,0,0
12462,0,0,0
12463,0,0,0
12464,0,0,0
12465,0,0,0
12466,0,0,0
12467,0,0,0
12468,0,0,0
12469,0,0,0
12473,0,0,0
12474,0,0,0
12475,0,0,0
12476,0,0,0
12477,0,0,0
12478,0,0,0
12479,0,0,0
12480,0,0,0
12481,0,0,0
12482,0,0,0
12490,0,0,0
12491,0,0,0
12492,0,0,0
12493,0,0,0
12494,0,0,0
12495,0,0,0
12496,0,0,0
12497,0,0,0
12498,0,0,0
12499,0,0,0
12501,0,0,0
12502,0,0,0
12503,0,0,0
12504,0,0,0
12505,0,0,0
12506,0,0,0
12507,0,0,0
12508,0,0,0
12509,0,0,0
12510,0,0,0
12512,0,0,0
12513,0,0,0
12514,0,0,0
12515,0,0,0
12516,0,0,0
12517,0,0,0
12518,0,0,0
12519,0,0,0
12520,0,0,0
12521,0,0,0
12524,0,0,0
12525,0,0,0
12526,0,0,0
12527,0,0,0
12528,0,0,0
12529,0,0,0
12530,0,0,0
12531,0,0,0
12532,0,0,0
12533,0,0,0
12536,0,0,0
12537,0,0,0
12538,0,0,0
12539,0,0,0
12540,0,0,0
12541,0,0,0
12542,0,0,0
12543,0,0,0
12544,0,0,0
12545,0,0,0
12548,0,0,0
12549,0,0,0
12550,0,0,0
12551,0,0,0
12552,0,0,0
12553,0,0,0
12554,0,0,0
12555,0,0,0
12556,0,0,0
12557,0,0,0
12709,0,0,0
12710,0,0,0
12711,0,0,0
12712,0,0,0
12713,0,0,0
12714,0,0,0
12715,0,0,0
12716,0,0,0
12717,0,0,0
12718,0,0,0
12720,0,0,0
12721,0,0,0
12722,0,0,0
12723,0,0,0
12724,0,0,0
12725,0,0,0
12726,0,0,0
12727,0,0,0
12728,0,0,0
12729,0,0,0
12735,0,0,0
12736,0,0,0
12737,0,0,0
12738,0,0,0
12739,0,0,0
12740,0,0,0
12741,0,0,0
12742,0,0,0
12743,0,0,0
12744,0,0,0
13995,0,0,0
13996,0,0,0
13997,0,0,0
13998,0,0,0
13999,0,0,0
14000,0,0,0
14001,0,0,0
14002,0,0,0
14003,0,0,0
14004,0,0,0
14009,0,0,0
14010,0,0,0
14011,0,0,0
14012,0,0,0
14013,0,0,0
14014,0,0,0
14015,0,0,0
14016,0,0,0
14017,0,0,0
14018,0,0,0
14021,0,0,0
14022,0,0,0
14023,0,0,0
14024,0,0,0
14025,0,0,0
14026,0,0,0
14027,0,0,0
14028,0,0,0
14029,0,0,0
14030,0,0,0
14033,0,0,0
14034,0,0,0
14035,0,0,0
14036,0,0,0
14037,0,0,0
14038,0,0,0
14039,0,0,0
14040,0,0,0
14041,0,0,0
14042,0,0,0
14044,0,0,0
14045,0,0,0
14046,0,0,0
14047,0,0,0
14048,0,0,0
14049,0,0,0
14050,0,0,0
14051,0,0,0
14052,0,0,0
14053,0,0,0
14055,0,0,0
14056,0,0,0
14057,0,0,0
14058,0,0,0
14059,0,0,0
14060,0,0,0
14061,0,0,0
14062,0,0,0
14063,0,0,0
14064,0,0,0
14067,0,0,0
14068,0,0,0
14069,0,0,0
14070,0,0,0
14071,0,0,0
14072,0,0,0
14073,0,0,0
14074,0,0,0
14075,0,0,0
14076,0,0,0
14081,0,0,0
14082,0,0,0
14083,0,0,0
14084,0,0,0
14085,0,0,0
14086,0,0,0
14087,0,0,0
14088,0,0,0
14089,0,0,0
14090,0,0,0
14094,0,0,0
14095,0,0,0
14096,0,0,0
14097,0,0,0
14098,0,0,0
14099,0,0,0
14100,0,0,0
14101,0,0,0
14102,0,0,0
14103,0,0,0
14105,0,0,0
14106,0,0,0
14107,0,0,0
14108,0,0,0
14109,0,0,0
14110,0,0,0
14111,0,0,0
14112,0,0,0
14113,0,0,0
14114,0,0,0
14117,0,0,0
14118,0,0,0
14119,0,0,0
14120,0,0,0
14121,0,0,0
14122,0,0,0
14123,0,0,0
14124,0,0,0
14125,0,0,0
14126,0,0,0
14128,0,0,0
14129,0,0,0
14130,0,0,0
14131,0,0,0
14132,0,0,0
14133,0,0,0
14134,0,0,0
14135,0,0,0
14136,0,0,0
14137,0,0,0
14141,0,0,0
14142,0,0,0
14143,0,0,0
14144,0,0,0
14145,0,0,0
14146,0,0,0
14147,0,0,0
14148,0,0,0
14149,0,0,0
14150,0,0,0
14154,0,0,0
14155,0,0,0
14156,0,0,0
14157,0,0,0
14158,0,0,0
14159,0,0,0
14160,0,0,0
14161,0,0,0
14162,0,0,0
14163,0,0,0
14166,0,0,0
14167,0,0,0
14168,0,0,0
14169,0,0,0
14170,0,0,0
14171,0,0,0
14172,0,0,0
14173,0,0,0
14174,0,0,0
14175,0,0,0
14177,0,0,0
14178,0,0,0
14179,0,0,0
14180,0,0,0
14181,0,0,0
14182,0,0,0
14183,0,0,0
14184,0,0,0
14185,0,0,0
14186,0,0,0
14188,0,0,0
14189,0,0,0
14190,0,0,0
14191,0,0,0
14192,0,0,0
14193,0,0,0
14194,0,0,0
14195,0,0,0
14196,0,0,0
14197,0,0,0
14199,0,0,0
14200,0,0,0
14201,0,0,0
14202,0,0,0
14203,0,0,0
14204,0,0,0
14205,0,0,0
14206,0,0,0
14207,0,0,0
14208,0,0,0
14211,0,0,0
14212,0,0,0
14213,0,0,0
14214,0,0,0
14215,0,0,0
14216,0,0,0
14217,0,0,0
14218,0,0,0
14219,0,0,0
14220,0,0,0
14225,0,0,0
14226,0,0,0
14227,0,0,0
14228,0,0,0
14229,0,0,0
14230,0,0,0
14231,0,0,0
14232,0,0,0
14233,0,0,0
14234,0,0,0
14242,0,0,0
14243,0,0,0
14244,0,0,0
14245,0,0,0
14246,0,0,0
14247,0,0,0
14248,0,0,0
14249,0,0,0
14250,0,0,0
14251,0,0,0
14254,0,0,0
14255,0,0,0
14256,0,0,0
14257,0,0,0
14258,0,0,0
14259,0,0,0
14260,0,0,0
14261,0,0,0
14262,0,0,0
14263,0,0,0
14266,0,0,0
14267,0,0,0
14268,0,0,0
14269,0,0,0
14270,0,0,0
14271,0,0,0
14272,0,0,0
14273,0,0,0
14274,0,0,0
14275,0,0,0
14444,0,0,0
14445,0,0,0
14446,0,0,0
14447,0,0,0
14448,0,0,0
14449,0,0,0
14450,0,0,0
14451,0,0,0
14452,0,0,0
14453,0,0,0
14455,0,0,0
14456,0,0,0
14457,0,0,0
14458,0,0,0
14459,0,0,0
14460,0,0,0
14461,0,0,0
14462,0,0,0
14463,0,0,0
14464,0,0,0
14466,0,0,0
14467,0,0,0
14468,0,0,0
14469,0,0,0
14470,0,0,0
14471,0,0,0
14472,0,0,0
14473,0,0,0
14474,0,0,0
14475,0,0,0
14477,0,0,0
14478,0,0,0
14479,0,0,0
14480,0,0,0
14481,0,0,0
14482,0,0,0
14483,0,0,0
14484,0,0,0
14485,0,0,0
14486,0,0,0
14489,0,0,0
14490,0,0,0
14491,0,0,0
14492,0,0,0
14493,0,0,0
14494,0,0,0
14495,0,0,0
14496,0,0,0
14497,0,0,0
14498,0,0,0
14501,0,0,0
14502,0,0,0
14503,0,0,0
14504,0,0,0
14505,0,0,0
14506,0,0,0
14507,0,0,0
14508,0,0,0
14509,0,0,0
14510,0,0,0
14512,0,0,0
14513,0,0,0
14514,0,0,0
14515,0,0,0
14516,0,0,0
14517,0,0,0
14518,0,0,0
14519,0,0,0
14520,0,0,0
14521,0,0,0
14532,0,0,0
14533,0,0,0
14534,0,0,0
14535,0,0,0
14536,0,0,0
14537,0,0,0
14538,0,0,0
14539,0,0,0
14540,0,0,0
14541,0,0,0
14543,0,0,0
14544,0,0,0
14545,0,0,0
14546,0,0,0
14547,0,0,0
14548,0,0,0
14549,0,0,0
14550,0,0,0
14551,0,0,0
14552,0,0,0
14554,0,0,0
14555,0,0,0
14556,0,0,0
14557,0,0,0
14558,0,0,0
14559,0,0,0
14560,0,0,0
14561,0,0,0
14562,0,0,0
14563,0,0,0
14565,0,0,0
14566,0,0,0
14567,0,0,0
14568,0,0,0
14569,0,0,0
14570,0,0,0
14571,0,0,0
14572,0,0,0
14573,0,0,0
14574,0,0,0
14577,0,0,0
14578,0,0,0
14579,0,0,0
14580,0,0,0
14581,0,0,0
14582,0,0,0
14583,0,0,0
14584,0,0,0
14585,0,0,0
14586,0,0,0
14588,0,0,0
14589,0,0,0
14590,0,0,0
14591,0,0,0
14592,0,0,0
14593,0,0,0
14594,0,0,0
14595,0,0,0
14596,0,0,0
14597,0,0,0
14599,0,0,0
14600,0,0,0
14601,0,0,0
14602,0,0,0
14603,0,0,0
14604,0,0,0
14605,0,0,0
14606,0,0,0
14607,0,0,0
14608,0,0,0
14610,0,0,0
14611,0,0,0
14612,0,0,0
14613,0,0,0
14614,0,0,0
14615,0,0,0
14616,0,0,0
14617,0,0,0
14618,0,0,0
14619,0,0,0
14627,0,0,0
14628,0,0,0
14629,0,0,0
14630,0,0,0
14631,0,0,0
14632,0,0,0
14633,0,0,0
14634,0,0,0
14635,0,0,0
14636,0,0,0
14752,0,0,0
14753,0,0,0
14754,0,0,0
14755,0,0,0
14756,0,0,0
14757,0,0,0
14758,0,0,0
14759,0,0,0
14760,0,0,0
14761,0,0,0
14765,0,0,0
14766,0,0,0
14767,0,0,0
14768,0,0,0
14769,0,0,0
14770,0,0,0
14771,0,0,0
14772,0,0,0
14773,0,0,0
14774,0,0,0
14777,0,0,0
14778,0,0,0
14779,0,0,0
14780,0,0,0
14781,0,0,0
14782,0,0,0
14783,0,0,0
14784,0,0,0
14785,0,0,0
14786,0,0,0
14788,0,0,0
14789,0,0,0
14790,0,0,0
14791,0,0,0
14792,0,0,0
14793,0,0,0
14794,0,0,0
14795,0,0,0
14796,0,0,0
14797,0,0,0
14799,0,0,0
14800,0,0,0
14801,0,0,0
14802,0,0,0
14803,0,0,0
14804,0,0,0
14805,0,0,0
14806,0,0,0
14807,0,0,0
14808,0,0,0
14810,0,0,0
14811,0,0,0
14812,0,0,0
14813,0,0,0
14814,0,0,0
14815,0,0,0
14816,0,0,0
14817,0,0,0
14818,0,0,0
14819,0,0,0
14821,0,0,0
14822,0,0,0
14823,0,0,0
14824,0,0,0
14825,0,0,0
14826,0,0,0
14827,0,0,0
14828,0,0,0
14829,0,0,0
14830,0,0,0
14832,0,0,0
14833,0,0,0
14834,0,0,0
14835,0,0,0
14836,0,0,0
14837,0,0,0
14838,0,0,0
14839,0,0,0
14840,0,0,0
14841,0,0,0
14848,0,0,0
14849,0,0,0
14850,0,0,0
14851,0,0,0
14852,0,0,0
14853,0,0,0
14854,0,0,0
14855,0,0,0
14856,0,0,0
14857,0,0,0
14864,0,0,0
14865,0,0,0
14866,0,0,0
14867,0,0,0
14868,0,0,0
14869,0,0,0
14870,0,0,0
14871,0,0,0
14872,0,0,0
14873,0,0,0
14877,0,0,0
14878,0,0,0
14879,0,0,0
14880,0,0,0
14881,0,0,0
14882,0,0,0
14883,0,0,0
14884,0,0,0
14885,0,0,0
14886,0,0,0
14889,0,0,0
14890,0,0,0
14891,0,0,0
14892,0,0,0
14893,0,0,0
14894,0,0,0
14895,0,0,0
14896,0,0,0
14897,0,0,0
14898,0,0,0
14900,0,0,0
14901,0,0,0
14902,0,0,0
14903,0,0,0
14904,0,0,0
14905,0,0,0
14906,0,0,0
14907,0,0,0
14908,0,0,0
14909,0,0,0
14911,0,0,0
14912,0,0,0
14913,0,0,0
14914,0,0,0
14915,0,0,0
14916,0,0,0
14917,0,0,0
14918,0,0,0
14919,0,0,0
14920,0,0,0
14923,0,0,0
14924,0,0,0
14925,0,0,0
14926,0,0,0
14927,0,0,0
14928,0,0,0
14929,0,0,0
14930,0,0,0
14931,0,0,0
14932,0,0,0
14935,0,0,0
14936,0,0,0
14937,0,0,0
14938,0,0,0
14939,0,0,0
14940,0,0,0
14941,0,0,0
14942,0,0,0
14943,0,0,0
14944,0,0,0
14947,0,0,0
14948,0,0,0
14949,0,0,0
14950,0,0,0
14951,0,0,0
14952,0,0,0
14953,0,0,0
14954,0,0,0
14955,0,0,0
14956,0,0,0
14962,0,0,0
14963,0,0,0
14964,0,0,0
14965,0,0,0
14966,0,0,0
14967,0,0,0
14968,0,0,0
14969,0,0,0
14970,0,0,0
14971,0,0,0
14973,0,0,0
14974,0,0,0
14975,0,0,0
14976,0,0,0
14977,0,0,0
14978,0,0,0
14979,0,0,0
14980,0,0,0
14981,0,0,0
14982,0,0,0
14984,0,0,0
14985,0,0,0
14986,0,0,0
14987,0,0,0
14988,0,0,0
14989,0,0,0
14990,0,0,0
14991,0,0,0
14992,0,0,0
14993,0,0,0
14995,0,0,0
14996,0,0,0
14997,0,0,0
14998,0,0,0
14999,0,0,0
15000,0,0,0
15001,0,0,0
15002,0,0,0
15003,0,0,0
15004,0,0,0
15006,0,0,0
15007,0,0,0
15008,0,0,0
15009,0,0,0
15010,0,0,0
15011,0,0,0
15012,0,0,0
15013,0,0,0
15014,0,0,0
15015,0,0,0
15018,0,0,0
15019,0,0,0
15020,0,0,0
15021,0,0,0
15022,0,0,0
15023,0,0,0
15024,0,0,0
15025,0,0,0
15026,0,0,0
15027,0,0,0
15030,0,0,0
15031,0,0,0
15032,0,0,0
15033,0,0,0
15034,0,0,0
15035,0,0,0
15036,0,0,0
15037,0,0,0
